,asset_name,assets,bea_asset_code,delta,eatr_d,eatr_e,eatr_mix,major_asset_group,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,minor_asset_group,rho_d,rho_e,rho_mix,tax_treat,tax_wedge_d,tax_wedge_e,tax_wedge_mix,ucc_d,ucc_e,ucc_mix,z_d,z_e,z_mix
151,Navigational and other instruments manufacturing,0.00000,RD24,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.08713,-0.09258,-0.09101
152,"Other computer and electronic manufacturing, n.e.c.",0.00000,RD25,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.06472,-0.06888,-0.06768
153,Motor vehicles and parts manufacturing,0.00000,RD31,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.08197,-0.08713,-0.08564
154,Aerospace products and parts manufacturing,0.00000,RD32,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.11176,-0.11855,-0.11659
155,Software publishers,0.00000,RD40,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.11176,-0.11855,-0.11659
156,Financial and real estate services,0.00000,RD50,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.14749,-0.15607,-0.15360
157,Computer systems design and related services,0.00000,RD60,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.07140,-0.07595,-0.07463
158,Scientific research and development services,0.00000,RD70,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.14749,-0.15607,-0.15360
159,"All other nonmanufacturing, n.e.c.",0.00000,RD80,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.14749,-0.15607,-0.15360
160,Private universities and colleges,0.00000,RD91,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.14749,-0.15607,-0.15360
161,Other nonprofit institutions,0.00000,RD92,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.14749,-0.15607,-0.15360
162,Other manufacturing,0.00000,RDOM,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.14749,-0.15607,-0.15360
163,Inventories,0.00000,INV,0.00000,0.02672,0.03979,0.03598,Inventories,-0.02023,0.06891,0.01932,0.40544,0.53847,0.50996,Inventories,-0.00075,-0.02469,-0.01775,non-corporate,0.01600,0.01710,0.01677,-0.00075,-0.02469,-0.01775,0.00000,0.00000,0.00000
164,Land,0.00000,LAND,0.00000,0.02454,0.03718,0.03351,Land,-0.04695,0.03718,-0.01622,0.43128,0.55088,0.52527,Land,-0.00147,-0.02551,-0.01854,non-corporate,0.01528,0.01627,0.01598,-0.00147,-0.02551,-0.01854,0.00000,0.00000,0.00000
165,Petroleum and natural gas,0.00000,SM01,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Mining and Drilling Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.26931,-0.28264,-0.27882
166,Mining,0.00000,SM02,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Mining and Drilling Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.38085,-0.39669,-0.39218
167,Communication,0.00000,SU20,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Mining and Drilling Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.53873,-0.55526,-0.55059
168,Gas,0.00000,SU40,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Mining and Drilling Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.26931,-0.28264,-0.27882
169,Petroleum pipelines,0.00000,SU50,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Mining and Drilling Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.53873,-0.55526,-0.55059
170,Religious,0.00000,SB10,0.00000,0.03046,0.04764,0.04284,Structures,0.00049,0.07103,0.02111,0.46017,0.58474,0.55882,Nonresidential Buildings,0.00001,-0.02289,-0.01620,non-corporate,0.01676,0.01890,0.01832,0.00001,-0.02289,-0.01620,-0.09842,-0.02644,-0.04424
171,Educational and vocational,0.00000,SB20,0.00000,0.02614,0.04104,0.03688,Structures,-0.03448,0.04935,-0.00310,0.43888,0.56305,0.53705,Nonresidential Buildings,-0.00107,-0.02455,-0.01770,non-corporate,0.01568,0.01724,0.01683,-0.00107,-0.02455,-0.01770,-0.01143,0.06633,0.04756
172,Hospitals,0.00000,SB31,0.00000,0.02614,0.04104,0.03688,Structures,-0.03448,0.04935,-0.00310,0.43888,0.56305,0.53705,Nonresidential Buildings,-0.00107,-0.02455,-0.01770,non-corporate,0.01568,0.01724,0.01683,-0.00107,-0.02455,-0.01770,-0.01143,0.06633,0.04756
173,Special care,0.00000,SB32,0.00000,0.02614,0.04104,0.03688,Structures,-0.03448,0.04935,-0.00310,0.43888,0.56305,0.53705,Nonresidential Buildings,-0.00107,-0.02455,-0.01770,non-corporate,0.01568,0.01724,0.01683,-0.00107,-0.02455,-0.01770,-0.01143,0.06633,0.04756
174,Lodging,0.00000,SB41,0.00000,0.02063,0.03465,0.03071,Structures,-0.07621,0.02940,-0.02685,0.41346,0.54311,0.51572,Nonresidential Buildings,-0.00245,-0.02615,-0.01925,non-corporate,0.01430,0.01564,0.01528,-0.00245,-0.02615,-0.01925,0.08786,0.16491,0.14636
175,Air transportation,0.00000,SB43,0.00000,0.02324,0.03767,0.03363,Structures,-0.05684,0.03872,-0.01578,0.42526,0.55242,0.52567,Nonresidential Buildings,-0.00180,-0.02539,-0.01851,non-corporate,0.01495,0.01640,0.01601,-0.00180,-0.02539,-0.01851,0.04537,0.12256,0.10396
176,Other transportation,0.00000,SB45,0.00000,0.02324,0.03767,0.03363,Structures,-0.05684,0.03872,-0.01578,0.42526,0.55242,0.52567,Nonresidential Buildings,-0.00180,-0.02539,-0.01851,non-corporate,0.01495,0.01640,0.01601,-0.00180,-0.02539,-0.01851,0.04537,0.12256,0.10396
177,Warehouses,0.00000,SC01,0.00000,0.02395,0.03850,0.03442,Structures,-0.05144,0.04129,-0.01271,0.42854,0.55500,0.52842,Nonresidential Buildings,-0.00162,-0.02518,-0.01831,non-corporate,0.01513,0.01660,0.01621,-0.00162,-0.02518,-0.01831,0.03249,0.10977,0.09114
178,Other commercial,0.00000,SC02,0.00000,0.02176,0.03595,0.03197,Structures,-0.06793,0.03340,-0.02210,0.41851,0.54710,0.51998,Nonresidential Buildings,-0.00217,-0.02582,-0.01893,non-corporate,0.01458,0.01597,0.01560,-0.00217,-0.02582,-0.01893,0.07037,0.14744,0.12888
179,Multimerchandise shopping,0.00000,SC03,0.00000,0.02176,0.03595,0.03197,Structures,-0.06793,0.03340,-0.02210,0.41851,0.54710,0.51998,Nonresidential Buildings,-0.00217,-0.02582,-0.01893,non-corporate,0.01458,0.01597,0.01560,-0.00217,-0.02582,-0.01893,0.07037,0.14744,0.12888
180,Food and beverage establishments,0.00000,SC04,0.00000,0.02176,0.03595,0.03197,Structures,-0.06793,0.03340,-0.02210,0.41851,0.54710,0.51998,Nonresidential Buildings,-0.00217,-0.02582,-0.01893,non-corporate,0.01458,0.01597,0.01560,-0.00217,-0.02582,-0.01893,0.07037,0.14744,0.12888
181,Manufacturing,0.00000,SI00,0.00000,0.01868,0.03238,0.02852,Structures,-0.09031,0.02256,-0.03497,0.40487,0.53626,0.50842,Nonresidential Buildings,-0.00294,-0.02672,-0.01980,non-corporate,0.01381,0.01507,0.01473,-0.00294,-0.02672,-0.01980,0.11558,0.19266,0.17411
182,Public safety,0.00000,SO03,0.00000,0.02324,0.03767,0.03363,Structures,-0.05684,0.03872,-0.01578,0.42526,0.55242,0.52567,Nonresidential Buildings,-0.00180,-0.02539,-0.01851,non-corporate,0.01495,0.01640,0.01601,-0.00180,-0.02539,-0.01851,0.04537,0.12256,0.10396
183,Office,0.00000,SOO1,0.00000,0.02265,0.03698,0.03296,Structures,-0.06130,0.03658,-0.01832,0.42254,0.55028,0.52338,Nonresidential Buildings,-0.00195,-0.02556,-0.01868,non-corporate,0.01480,0.01622,0.01585,-0.00195,-0.02556,-0.01868,0.05565,0.13279,0.11421
184,Medical buildings,0.00000,SOO2,0.00000,0.02265,0.03698,0.03296,Structures,-0.06130,0.03658,-0.01832,0.42254,0.55028,0.52338,Nonresidential Buildings,-0.00195,-0.02556,-0.01868,non-corporate,0.01480,0.01622,0.01585,-0.00195,-0.02556,-0.01868,0.05565,0.13279,0.11421
185,Amusement and recreation,0.00000,SB42,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.47989,-0.49655,-0.49183
186,Local transit structures,0.00000,SB44,0.00000,0.02324,0.03767,0.03363,Structures,-0.05684,0.03872,-0.01578,0.42526,0.55242,0.52567,Other Structures,-0.00180,-0.02539,-0.01851,non-corporate,0.01495,0.01640,0.01601,-0.00180,-0.02539,-0.01851,0.04537,0.12256,0.10396
187,Other land transportation,0.00000,SB46,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.53873,-0.55526,-0.55059
188,Farm,0.00000,SN00,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.53664,-0.55318,-0.54851
189,Water supply,0.00000,SO01,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.55161,-0.56805,-0.56341
190,Sewage and waste disposal,0.00000,SO02,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.55161,-0.56805,-0.56341
191,Highway and conservation and development,0.00000,SO04,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.55161,-0.56805,-0.56341
192,Mobile structures,0.00000,SOMO,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.33237,-0.34733,-0.34306
193,Other railroad,0.00000,SU11,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.61131,-0.62703,-0.62260
194,Track replacement,0.00000,SU12,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.52644,-0.54303,-0.53834
195,Electric,0.00000,SU30,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.56745,-0.58374,-0.57914
196,Wind and solar,0.00000,SU60,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.47741,-0.49406,-0.48934
197,Residential,0.00000,RES,0.00000,0.03251,0.04958,0.04487,Structures,0.01779,0.07763,0.02964,0.47071,0.59133,0.56648,Residential Buildings,0.00053,-0.02240,-0.01569,non-corporate,0.01728,0.01938,0.01883,0.00053,-0.02240,-0.01569,-0.14892,-0.06633,-0.08723
198,Computers and Software,0.00000,,0.00000,0.13612,0.20090,0.18017,Equipment,0.20485,0.35000,0.33981,0.61212,0.55420,0.56729,Computers and Software,0.00582,0.03123,0.02310,corporate,0.02369,0.05302,0.04363,0.00582,0.03123,0.02310,-0.05923,-0.12730,-0.10665
199,Industrial Machinery,0.00000,,0.00000,0.13612,0.20090,0.18017,Equipment,0.20485,0.35000,0.33981,0.61212,0.55420,0.56729,Industrial Machinery,0.00582,0.03123,0.02310,corporate,0.02369,0.05302,0.04363,0.00582,0.03123,0.02310,-0.19109,-0.35438,-0.30980
200,Instruments and Communications Equipment,0.00000,,0.00000,0.13612,0.20090,0.18017,Equipment,0.20485,0.35000,0.33981,0.61212,0.55420,0.56729,Instruments and Communications Equipment,0.00582,0.03123,0.02310,corporate,0.02369,0.05302,0.04363,0.00582,0.03123,0.02310,-0.16904,-0.32046,-0.27844
201,Intellectual Property,0.00000,,0.00000,0.13612,0.20090,0.18017,Intellectual Property,0.20485,0.35000,0.33981,0.61212,0.55420,0.56729,Intellectual Property,0.00582,0.03123,0.02310,corporate,0.02369,0.05302,0.04363,0.00582,0.03123,0.02310,-0.14315,-0.27513,-0.23802
204,Mining and Drilling Structures,0.00000,,0.00000,0.13612,0.20090,0.18017,Structures,0.20485,0.35000,0.33981,0.61212,0.55420,0.56729,Mining and Drilling Structures,0.00582,0.03123,0.02310,corporate,0.02369,0.05302,0.04363,0.00582,0.03123,0.02310,-0.33739,-0.52785,-0.48089
205,Nonresidential Buildings,0.00000,,0.00000,0.09978,0.13961,0.12704,Structures,-0.09264,0.13894,0.11179,0.39892,0.36724,0.37546,Nonresidential Buildings,-0.00338,0.01571,0.00965,corporate,0.01449,0.03750,0.03018,-0.00338,0.01571,0.00965,0.09773,0.00256,0.01878
206,Office and Residential Equipment,0.00000,,0.00000,0.13612,0.20090,0.18017,Equipment,0.20485,0.35000,0.33981,0.61212,0.55420,0.56729,Office and Residential Equipment,0.00582,0.03123,0.02310,corporate,0.02369,0.05302,0.04363,0.00582,0.03123,0.02310,-0.17328,-0.32745,-0.28478
207,Other Equipment,0.00000,,0.00000,0.13612,0.20090,0.18017,Equipment,0.20485,0.35000,0.33981,0.61212,0.55420,0.56729,Other Equipment,0.00582,0.03123,0.02310,corporate,0.02369,0.05302,0.04363,0.00582,0.03123,0.02310,-0.14231,-0.27820,-0.23966
208,Other Industrial Equipment,0.00000,,0.00000,0.13612,0.20090,0.18017,Equipment,0.20485,0.35000,0.33981,0.61212,0.55420,0.56729,Other Industrial Equipment,0.00582,0.03123,0.02310,corporate,0.02369,0.05302,0.04363,0.00582,0.03123,0.02310,-0.23307,-0.40420,-0.35924
209,Other Structures,0.00000,,0.00000,0.13595,0.20060,0.17991,Structures,0.20303,0.34870,0.33841,0.61081,0.55305,0.56611,Other Structures,0.00578,0.03116,0.02304,corporate,0.02365,0.05294,0.04357,0.00578,0.03116,0.02304,-0.52157,-0.71498,-0.67291
210,Residential Buildings,0.00000,,0.00000,0.11082,0.15384,0.14041,Structures,-0.01709,0.17961,0.15952,0.45306,0.40326,0.41561,Residential Buildings,-0.00058,0.01932,0.01303,corporate,0.01729,0.04111,0.03357,-0.00058,0.01932,0.01303,-0.11186,-0.17743,-0.17179
211,Transportation Equipment,0.00000,,0.00000,0.13612,0.20090,0.18017,Equipment,0.20485,0.35000,0.33981,0.61212,0.55420,0.56729,Transportation Equipment,0.00582,0.03123,0.02310,corporate,0.02369,0.05302,0.04363,0.00582,0.03123,0.02310,-0.19432,-0.34765,-0.30646
212,Computers and Software,0.00000,,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Computers and Software,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.06453,-0.06866,-0.06746
213,Industrial Machinery,0.00000,,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Industrial Machinery,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.20733,-0.21851,-0.21530
214,Instruments and Communications Equipment,0.00000,,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Instruments and Communications Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.17624,-0.18611,-0.18327
215,Intellectual Property,0.00000,,0.00000,0.05517,0.08928,0.07939,Intellectual Property,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Intellectual Property,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.14840,-0.15685,-0.15442
218,Mining and Drilling Structures,0.00000,,0.00000,0.05517,0.08928,0.07939,Structures,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Mining and Drilling Structures,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.33545,-0.34962,-0.34558
219,Nonresidential Buildings,0.00000,,0.00000,0.02317,0.03770,0.03363,Structures,-0.05735,0.03882,-0.01577,0.42495,0.55252,0.52567,Nonresidential Buildings,-0.00181,-0.02538,-0.01851,non-corporate,0.01493,0.01640,0.01601,-0.00181,-0.02538,-0.01851,0.04240,0.11929,0.10073
220,Office and Residential Equipment,0.00000,,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Office and Residential Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.18741,-0.19777,-0.19480
221,Other Equipment,0.00000,,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.15583,-0.16481,-0.16222
222,Other Industrial Equipment,0.00000,,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Other Industrial Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.19754,-0.20804,-0.20503
223,Other Structures,0.00000,,0.00000,0.05503,0.08904,0.07918,Structures,0.24673,0.23886,0.20328,0.61015,0.75256,0.72253,Other Structures,0.00618,-0.01250,-0.00708,non-corporate,0.02293,0.02929,0.02744,0.00618,-0.01250,-0.00708,-0.52428,-0.54034,-0.53579
224,Residential Buildings,0.00000,,0.00000,0.03251,0.04958,0.04487,Structures,0.01779,0.07763,0.02964,0.47071,0.59133,0.56648,Residential Buildings,0.00053,-0.02240,-0.01569,non-corporate,0.01728,0.01938,0.01883,0.00053,-0.02240,-0.01569,-0.14892,-0.06633,-0.08723
225,Transportation Equipment,0.00000,,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Transportation Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.18798,-0.19790,-0.19505
226,Equipment,0.00000,,0.00000,0.13612,0.20090,0.18017,Equipment,0.20485,0.35000,0.33981,0.61212,0.55420,0.56729,Equipment,0.00582,0.03123,0.02310,corporate,0.02369,0.05302,0.04363,0.00582,0.03123,0.02310,-0.18146,-0.33152,-0.29066
230,Structures,0.00000,,0.00000,0.11661,0.16783,0.15155,Structures,0.02701,0.22387,0.20361,0.48467,0.44247,0.45271,Structures,0.00088,0.02286,0.01585,corporate,0.01875,0.04465,0.03639,0.00088,0.02286,0.01585,-0.14570,-0.28353,-0.25481
231,Equipment,0.00000,,0.00000,0.05517,0.08928,0.07939,Equipment,0.24848,0.24000,0.20453,0.61121,0.75370,0.72366,Equipment,0.00621,-0.01244,-0.00703,non-corporate,0.02296,0.02934,0.02749,0.00621,-0.01244,-0.00703,-0.17573,-0.18535,-0.18259
235,Structures,0.00000,,0.00000,0.03140,0.05017,0.04487,Structures,0.00831,0.07966,0.02964,0.46494,0.59337,0.56648,Structures,0.00025,-0.02225,-0.01569,non-corporate,0.01700,0.01953,0.01883,0.00025,-0.02225,-0.01569,-0.09739,-0.03618,-0.05107
236,Overall,0.00000,,0.00000,0.11953,0.17154,0.15495,Overall,0.05201,0.23472,0.21623,0.49690,0.45089,0.46159,Overall,0.00171,0.02388,0.01680,corporate,0.01958,0.04566,0.03733,0.00171,0.02388,0.01680,-0.11676,-0.22206,-0.19716
237,Overall,0.00000,,0.00000,0.03028,0.04728,0.04239,Overall,-0.00076,0.07110,0.02063,0.45697,0.58225,0.55565,Overall,-0.00002,-0.02297,-0.01631,non-corporate,0.01673,0.01882,0.01822,-0.00002,-0.02297,-0.01631,-0.04885,-0.03181,-0.03590
